"Name","Synset State","Custom?","Leaf?","Definition","Parents","Children","Tasks","Direct Categories","Direct Objects","Total Objects","Requiring Task Count"
"wicker_basket.n.01","Ready","False","True","a basket made of wickerwork","basket.n.01,","","assembling_gift_baskets-0,                         clean_baby_toys-0,                         clean_cabbage-0,                         clean_pine_cones-0,                         collecting_berries-0,                         hanging_up_bedsheets-0,                         hiding_Easter_eggs-0,                         make_homemade_bird_food-0,                         make_stew-0,                         make_the_ultimate_spa_basket-0,                       ...","wicker_basket,","6","6","24"
"wind_chime.n.01","Ready","False","True","a decorative arrangement of pieces of metal or glass or pottery that hang together loosely so the wind can cause them to tinkle","decoration.n.01,","","hanging_up_wind_chimes-0,","wind_chime,","1","1","1"
"window.n.01","Ready","False","True","a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air","framework.n.03,","","cleaning_up_after_an_event-0,                         cleaning_windows-0,                         doing_housework_for_adult-0,                         opening_windows-0,                         packing_bags_or_suitcase-0,                         packing_hobby_equipment-0,                         packing_meal_for_delivery-0,                         picking_up_toys-0,                         putting_meal_on_plate-0,                         rearranging_furniture-0,                       ...","arched_window,                         window,","98","98","12"
"window_blind.n.01","Ready","False","True","a blind for privacy or to keep out light","blind.n.03,","","hanging_blinds-0,                         hanging_shades-0,","window_blind,","9","9","2"
"windshield.n.01","Ready","False","True","transparent screen (as of glass) to protect occupants of a vehicle","screen.n.05,","","clean_a_glass_windshield-0,","windshield,","2","2","1"
"wine_bottle.n.01","Ready","False","True","a bottle for holding wine","bottle.n.01,","","bottling_wine-0,                         clean_up_after_a_dinner_party-0,                         cook_seafood_paella-0,                         loading_shopping_into_car-0,                         make_baked_pears-0,                         make_white_wine_sauce-0,                         pour_a_glass_of_wine-0,                         prepare_a_slow_dinner_party-0,                         prepare_wine_and_cheese-0,                         set_a_dinner_table-0,                       ...","wine_bottle,","3","3","12"
"wine_sauce.n.01","Substance","False","True","white or veloute sauce with wine and stock variously seasoned with onions and herbs; for fish or meat","sauce.n.01,","","cook_a_duck-0,                         make_white_wine_sauce-0,","wine_sauce,","0","0","2"
"wine_sauce__bottle.n.01","Ready","True","True","","vessel.n.03,","","cook_a_duck-0,","wine_sauce_bottle,","1","1","1"
"wineglass.n.01","Ready","False","True","a glass that has a stem and in which wine is served","glass.n.02,","","clean_wine_glasses-0,                         cleaning_cups_in_living_room-0,                         cleaning_glasses_off_bar-0,                         collecting_dishes_from_restaurant_tables-0,                         laying_restaurant_table_for_dinner-0,                         passing_out_drinks-0,                         pour_a_glass_of_wine-0,                         prepare_a_slow_dinner_party-0,                         prepare_wine_and_cheese-0,                         set_a_dinner_table-0,                       ...","wineglass,","17","17","12"
"wire.n.02","Ready","False","False","a metal conductor that carries electricity over a distance","conductor.n.04,","copper_wire.n.01,","packing_recreational_vehicle_for_trip-0,                         unpacking_hobby_equipment-0,","","0","1","2"
"wire_cutter.n.01","Ready","False","True","an edge tool used in cutting wire","edge_tool.n.01,","","putting_away_tools-0,","wire_cutter,","1","1","1"
"wok.n.01","Ready","False","True","pan with a convex bottom; used for frying in Chinese cooking","pan.n.01,","","cook_beef_and_onions-0,                         cook_tofu-0,                         make_beef_and_broccoli-0,                         make_fried_rice-0,","wok,","1","1","4"
"wooden_spoon.n.02","Ready","False","True","a spoon made of wood","spoon.n.01,                         woodenware.n.01,","","cook_ground_beef-0,                         cooking_breakfast-0,                         make_baked_pears-0,                         make_citrus_punch-0,                         make_dessert_watermelons-0,                         make_lemon_stain_remover-0,                         make_lemonade-0,                         make_limeade-0,                         make_macaroni_and_cheese-0,                         make_pastry-0,                       ...","wooden_spoon,","3","3","11"
"wool_coat.n.01","Ready","True","True","","coat.n.01,","","clean_tweed-0,                         wash_a_wool_coat-0,","wool_coat,","1","1","2"
"worktable.n.01","Ready","False","True","a table designed for a particular task","table.n.02,","","repairs_to_furniture-0,                         stripping_furniture-0,","lab_table,","3","3","2"
"wrapping_paper.n.01","Ready","False","True","a tough paper used for wrapping","paper.n.01,","","dispose_of_paper-0,                         make_a_christmas_gift_box-0,","wrapping_paper,","1","1","2"
"wreath.n.01","Ready","False","True","flower arrangement consisting of a circular band of foliage or flowers for ornamental purposes","flower_arrangement.n.01,","","decorating_for_religious_ceremony-0,                         decorating_outside_for_holidays-0,                         putting_away_Christmas_decorations-0,                         putting_up_Christmas_decorations_inside-0,                         putting_up_Christmas_decorations_outside-0,                         putting_up_outdoor_holiday_decorations-0,                         sweeping_outside_entrance-0,","valentine_wreath,                         wreath,","2","2","7"
"wrench.n.03","Ready","False","False","a hand tool that is used to hold or twist a nut or bolt","hand_tool.n.01,","allen_wrench.n.01,                         open-end_wrench.n.01,","put_together_a_scrapping_tool_kit-0,                         putting_away_tools-0,","","0","2","2"
"wrinkle.n.01","Substance","False","True","a slight depression in the smoothness of a surface","depression.n.08,","","adding_fabric_softener-0,                         fold_a_cloth_napkin-0,                         iron_a_tie-0,                         iron_curtains-0,                         ironing_bedsheets-0,                         ironing_clothes-0,                         ironing_curtains-0,                         treating_clothes-0,","wrinkle,","9","9","8"
"yam.n.03","Ready","False","True","sweet potato with deep orange flesh that remains moist when baked","sweet_potato.n.02,","","make_yams-0,","candied_yam,","5","5","1"
"yeast.n.01","Substance","False","True","a commercial leavening agent containing yeast cells; used to raise the dough in making bread and for fermenting beer or whiskey","leaven.n.01,","","make_bagels-0,                         make_dinner_rolls-0,                         make_pizza_dough-0,","yeast,","1","1","3"
"yeast__jar.n.01","Ready","True","True","","vessel.n.03,","","make_bagels-0,","yeast_jar,","1","1","1"
"yeast__shaker.n.01","Ready","True","True","","container.n.01,","","make_dinner_rolls-0,                         make_pizza_dough-0,","yeast_shaker,","1","1","2"
"yogurt.n.01","Substance","False","True","a custard-like food made from curdled milk","dairy_product.n.01,                         food.n.02,","","make_a_chia_breakfast_bowl-0,                         make_a_tropical_breakfast-0,                         make_popsicles-0,","yogurt,","0","0","3"
"yogurt__carton.n.01","Ready","True","True","","box.n.01,","","make_a_chia_breakfast_bowl-0,                         make_a_tropical_breakfast-0,                         make_popsicles-0,","yogurt_carton,","1","1","3"
"zucchini.n.02","Ready","False","True","small cucumber-shaped vegetable marrow; typically dark green","summer_squash.n.02,","","cook_zucchini-0,                         picking_fruit_and_vegetables-0,                         roast_vegetables-0,                         slicing_vegetables-0,","zucchini,","4","4","4"
