id,category,board link,synset,approved,mass estimate ig2,mass estimate gpt3,mass estimate chatgpt4,mass estimate gpt4,old annotated mass,new annotated mass,mass (auto),description,approval comments
1873,sage_shaker,sage_shaker,sage__shaker.n.01,1,,0.200,,0.100,,,0.150,,
1874,sesame_seed_shaker,sesame_seed_shaker,sesame_seed__shaker.n.01,1,,0.200,,0.150,,,0.175,,
1875,thyme_shaker,thyme_shaker,thyme__shaker.n.01,1,,0.200,,0.200,,,0.200,,
1876,yeast_shaker,yeast_shaker,yeast__shaker.n.01,1,,0.200,,0.250,,,0.225,,
1877,barbecue_sauce_bottle,barbecue_sauce_bottle,barbecue_sauce__bottle.n.01,1,,1.200,,0.500,,,0.850,,
1878,catsup_bottle,catsup_bottle,catsup__bottle.n.01,1,,1.000,,1.000,,,1.000,,
1879,chocolate_sauce_bottle,chocolate_sauce_bottle,chocolate_sauce__bottle.n.01,1,,1.100,,0.500,,,0.800,,
1880,glaze_bottle,glaze_bottle,glaze__bottle.n.01,1,,0.500,,1.000,,,0.750,,
1881,hot_sauce_bottle,hot_sauce_bottle,hot_sauce__bottle.n.01,1,,0.300,,0.500,,,0.400,,
1882,mustard_bottle,mustard_bottle,mustard__bottle.n.01,1,,0.400,,0.500,,,0.450,,
1883,salsa_bottle,salsa_bottle,salsa__bottle.n.01,1,,0.400,,0.700,,,0.550,,
1884,soy_sauce_bottle,soy_sauce_bottle,soy_sauce__bottle.n.01,1,,0.600,,1.000,,,0.800,,
1885,sugar_syrup_bottle,sugar_syrup_bottle,sugar_syrup__bottle.n.01,1,,0.500,,1.000,,,0.750,,
1886,vanilla_bottle,vanilla_bottle,vanilla__bottle.n.01,1,,0.300,,0.500,,,0.400,,
1887,white_sauce_bottle,white_sauce_bottle,white_sauce__bottle.n.01,1,,0.500,,0.500,,,0.500,,
1888,wine_sauce_bottle,wine_sauce_bottle,wine_sauce__bottle.n.01,1,,0.500,,0.500,,,0.500,,
1889,lemonade_bottle,lemonade_bottle,lemonade__bottle.n.01,1,,0.600,,1.200,,,0.900,,
1890,soda_can,soda_can,soda__can.n.01,1,,0.150,,0.012,,,0.081,,
1891,soda_water_bottle,soda_water_bottle,soda_water__bottle.n.01,1,,0.500,,1.000,,,0.750,,
1892,tomato_paste_can,tomato_paste_can,tomato_paste__can.n.01,1,,0.400,,0.400,,,0.400,,
1893,vodka_bottle,vodka_bottle,vodka__bottle.n.01,1,,1.200,,1.500,,,1.350,,
1894,whiskey_bottle,whiskey_bottle,whiskey__bottle.n.01,1,,1.200,,0.700,,,0.950,,
1895,portrait,portrait,portrait.n.02,1,,3,,1.5,,,2.250,,
1896,bap,bap,bap.n.01,1,,0.1,,0.06,,,0.080,,
1897,ramen,ramen,ramen.n.01,1,,0.2,,0.25,,,0.225,,
1898,rag,rag,rag.n.01,1,,0.05,,0.015,,,0.033,,
1899,lens,lens,lens.n.01,1,,0.02,,0.1,,,0.060,,
1900,paving_stone,paving_stone,paving_stone.n.01,1,,2,,30,,,16.000,,
1901,cheddar,cheddar,cheddar.n.02,1,,0.2,,0.25,,,0.225,,
1902,half_zucchini,half_zucchini,half__zucchini.n.01,1,,0.2,,0.15,,,0.175,,
1903,lint_screen,lint_screen,lint_screen.n.01,1,,0.1,,0.1,,,0.100,,
1904,lemon_peel,lemon_peel,lemon_peel.n.01,1,,0.02,,0.02,,,0.020,,
1905,can,can,can.n.01,1,,0.1,,0.4,,,0.250,,
1906,clam,clam,clam.n.03,1,,0.1,,0.05,,,0.075,,
1907,edible_cookie_dough,edible_cookie_dough,edible_cookie_dough.n.01,1,,0.4,,0.5,,,0.450,,
1908,half_apple_pie,half_apple_pie,half__apple_pie.n.01,1,,1.2,,0.225,,,0.713,,
1909,half_feta,half_feta,half__feta.n.01,1,,0.2,,150,,,75.100,,
1910,half_log,half_log,half__log.n.01,1,,3,,10,,,6.500,,
1911,hotdog,hotdog,hotdog.n.02,1,,0.1,,0.15,,,0.125,,
1912,cast,cast,mold.n.02,1,,0.5,,3,,,1.750,,
1913,pastry,pastry,pastry.n.01,1,,0.2,,0.08,,,0.140,,
1914,pebble,pebble,pebble.n.01,1,,0.1,,0.05,,,0.075,,
1915,pepperoni,pepperoni,pepperoni.n.01,1,,0.05,,0.006,,,0.028,,
1916,pizza_dough,pizza_dough,pizza_dough.n.01,1,,0.4,,0.5,,,0.450,,
1917,sugar_cookie_dough,sugar_cookie_dough,sugar_cookie_dough.n.01,1,,0.4,,0.5,,,0.450,,
1918,poinsettia,poinsettia,poinsettia.n.01,1,,0.5,,0.75,,,0.625,,
1919,acetone_atomizer,acetone_atomizer,acetone__atomizer.n.01,1,,0.1,,0.5,,,0.300,,
1920,hard_candy,hard_candy,hard_candy.n.01,1,,0.015,,0.006,,,0.011,,
1921,beaker,beaker,beaker.n.02,1,,0.200,,0.2,,,0.200,,
1922,stone_wall,stone_wall,stone_wall.n.01,1,,750.000,,2000,,,1375.000,,
1923,charcoal_powder,charcoal_powder,charcoal.n.01,1,,0.200,,0.44,,,0.320,,
1924,fennel_dried,fennel_dried,fennel.n.04,1,,0.050,,0.01,,,0.030,,
1925,bagel_dough,bagel_dough,bagel_dough.n.01,1,,0.100,,1,,,0.550,,
1926,biscuit_dough,biscuit_dough,biscuit_dough.n.01,1,,0.080,,0.5,,,0.290,,
1927,half_papaya,half_papaya,half__papaya.n.01,1,,0.500,,0.5,,,0.500,,
1928,liquid_carton,liquid_carton,liquid_carton.n.01,1,,0.200,,1,,,0.600,,
1929,roll_dough,roll_dough,roll_dough.n.01,1,,0.120,,0.5,,,0.310,,
1930,sliced_brisket,sliced_brisket,sliced__brisket.n.01,1,,0.250,,0.35,,,0.300,,
1931,spice_cookie_dough,spice_cookie_dough,spice_cookie_dough.n.01,1,,0.090,,0.5,,,0.295,,
1932,toy_dice,toy_dice,toy_dice.n.01,1,,0.020,,0.02,,,0.020,,
1933,toy_car,toy_car,toy_car.n.01,1,,0.100,,0.1,,,0.100,,
1934,beach_toy,beach_toy,beach_toy.n.01,1,,0.300,,0.2,,,0.250,,
1935,alphabet_abacus,alphabet_abacus,alphabet_abacus.n.01,1,,0.500,,1.5,,,1.000,,
1936,electric_cauldron,electric_cauldron,electric_cauldron.n.01,1,,,,2.500,,70.00,70.000,,
1937,agave,agave,agave.n.01,1,,,,5.000,,,5.000,,
1938,auricularia,auricularia,auricularia.n.01,1,,,,0.100,,,0.100,,
1939,banana_bread,banana_bread,banana_bread.n.01,1,,,,0.280,,,0.280,,
1940,bean_curd,bean_curd,bean_curd.n.01,1,,,,0.400,,,0.400,,
1941,bleu,bleu,bleu.n.01,1,,,,0.300,,,0.300,,
1942,broccoli_rabe,broccoli_rabe,broccoli_rabe.n.02,1,,,,0.300,,,0.300,,
1943,chanterelle,chanterelle,chanterelle.n.01,1,,,,0.005,,,0.005,,
1944,chocolate_cookie_dough,chocolate_cookie_dough,chocolate_cookie_dough.n.01,1,,,,1.000,,,1.000,,
1945,cold_cuts,cold_cuts,cold_cuts.n.01,1,,,,0.200,,,0.200,,
1946,enchilada,enchilada,enchilada.n.01,1,,,,0.250,,,0.250,,
1947,garlic_bread,garlic_bread,garlic_bread.n.01,1,,,,0.350,,,0.350,,
1948,half_agave,half_agave,half__agave.n.01,1,,,,250.000,,,250.000,,
1949,half_arepa,half_arepa,half__arepa.n.01,1,,,,0.075,,,0.075,,
1950,half_arugula,half_arugula,half__arugula.n.01,1,,,,0.010,,,0.010,,
1951,half_artichoke,half_artichoke,half__artichoke.n.01,1,,,,0.150,,,0.150,,
1952,half_asparagus,half_asparagus,half__asparagus.n.01,1,,,,0.025,,,0.025,,
1953,half_auricularia,half_auricularia,half__auricularia.n.01,1,,,,0.025,,,0.025,,
1954,half_avocado,half_avocado,half__avocado.n.01,1,,,,0.100,,,0.100,,
1955,half_bacon,half_bacon,half__bacon.n.01,1,,,,0.250,,,0.250,,
1956,half_bagel,half_bagel,half__bagel.n.01,1,,,,0.045,,,0.045,,
1957,half_bagel_dough,half_bagel_dough,half__bagel_dough.n.01,1,,,,0.100,,,0.100,,
1958,half_baguette,half_baguette,half__baguette.n.01,1,,,,0.125,,,0.125,,
1959,half_banana,half_banana,half__banana.n.01,1,,,,0.060,,,0.060,,
1960,half_banana_bread,half_banana_bread,half__banana_bread.n.01,1,,,,150.000,,,150.000,,
1961,half_bay_leaf,half_bay_leaf,half__bay_leaf.n.01,1,,,,0.150,,,0.150,,
1962,half_bean_curd,half_bean_curd,half__bean_curd.n.01,1,,,,120.000,,,120.000,,
1963,half_beet,half_beet,half__beet.n.01,1,,,,85.000,,,85.000,,
1964,half_biscuit_dough,half_biscuit_dough,half__biscuit_dough.n.01,1,,,,125.000,,,125.000,,
1965,half_blackberry,half_blackberry,half__blackberry.n.01,1,,,,2.500,,,2.500,,
1966,half_bleu,half_bleu,half__bleu.n.01,1,,,,150.000,,,150.000,,
1967,half_bok_choy,half_bok_choy,half__bok_choy.n.01,1,,,,150.000,,,150.000,,
1968,half_branch,half_branch,half__branch.n.01,1,,,,50.000,,,50.000,,
1969,half_bratwurst,half_bratwurst,half__bratwurst.n.01,1,,,,50.000,,,50.000,,
1970,half_brisket,half_brisket,half__brisket.n.01,1,,,,"1,000.000",,,1000.000,,
1971,half_broccoli,half_broccoli,half__broccoli.n.01,1,,,,150.000,,,150.000,,
1972,half_broccoli_rabe,half_broccoli_rabe,half__broccoli_rabe.n.01,1,,,,100.000,,,100.000,,
1973,half_broccolini,half_broccolini,half__broccolini.n.01,1,,,,100.000,,,100.000,,
1974,half_brownie,half_brownie,half__brownie.n.01,1,,,,50.000,,,50.000,,
1975,half_brussels_sprouts,half_brussels_sprouts,half__brussels_sprouts.n.01,1,,,,10.000,,,10.000,,
1976,half_burrito,half_burrito,half__burrito.n.01,1,,,,125.000,,,125.000,,
1977,half_butter,half_butter,half__butter.n.01,1,,,,100.000,,,100.000,,
1978,half_butter_cookie,half_butter_cookie,half__butter_cookie.n.01,1,,,,0.008,,,0.008,,
1979,half_buttermilk_pancake,half_buttermilk_pancake,half__buttermilk_pancake.n.01,1,,,,0.045,,,0.045,,
1980,half_butternut_squash,half_butternut_squash,half__butternut_squash.n.01,1,,,,0.500,,,0.500,,
1981,half_candied_yam,half_candied_yam,half__candied_yam.n.01,1,,,,0.100,,,0.100,,
1982,half_cantaloup,half_cantaloup,half__cantaloup.n.01,1,,,,0.250,,,0.250,,
1983,half_cardstock,half_cardstock,half__cardstock.n.01,1,,,,0.010,,,0.010,,
1984,half_carrot,half_carrot,half__carrot.n.01,1,,,,0.030,,,0.030,,
1985,half_cauliflower,half_cauliflower,half__cauliflower.n.01,1,,,,0.250,,,0.250,,
1986,half_celery,half_celery,half__celery.n.01,1,,,,0.250,,,0.250,,
1987,half_chanterelle,half_chanterelle,half__chanterelle.n.01,1,,,,0.010,,,0.010,,
1988,half_chard,half_chard,half__chard.n.01,1,,,,0.150,,,0.150,,
1989,half_cheddar,half_cheddar,half__cheddar.n.01,1,,,,0.250,,,0.250,,
1990,half_cheese_danish,half_cheese_danish,half__cheese_danish.n.01,1,,,,0.030,,,0.030,,
1991,half_cheese_tart,half_cheese_tart,half__cheese_tart.n.01,1,,,,0.050,,,0.050,,
1992,half_cheesecake,half_cheesecake,half__cheesecake.n.01,1,,,,0.200,,,0.200,,
1993,half_cherry,half_cherry,half__cherry.n.01,1,,,,0.003,,,0.003,,
1994,half_cherry_tomato,half_cherry_tomato,half__cherry_tomato.n.01,1,,,,0.005,,,0.005,,
1995,half_chicken,half_chicken,half__chicken.n.01,1,,,,0.500,,,0.500,,
1996,half_chicken_breast,half_chicken_breast,half__chicken_breast.n.01,1,,,,0.150,,,0.150,,
1997,half_chicken_leg,half_chicken_leg,half__chicken_leg.n.01,1,,,,0.100,,,0.100,,
1998,half_chicken_tender,half_chicken_tender,half__chicken_tender.n.01,1,,,,0.050,,,0.050,,
1999,half_chicken_wing,half_chicken_wing,half__chicken_wing.n.01,1,,,,0.030,,,0.030,,
2000,half_chili,half_chili,half__chili.n.01,1,,,,0.015,,,0.015,,
2001,half_chives,half_chives,half__chives.n.01,1,,,,0.003,,,0.003,,
2002,half_chocolate_biscuit,half_chocolate_biscuit,half__chocolate_biscuit.n.01,1,,,,0.015,,,0.015,,
2003,half_chocolate_cake,half_chocolate_cake,half__chocolate_cake.n.01,1,,,,0.300,,,0.300,,
2004,half_chocolate_chip_cookie,half_chocolate_chip_cookie,half__chocolate_chip_cookie.n.01,1,,,,0.010,,,0.010,,
2005,half_chocolate_cookie_dough,half_chocolate_cookie_dough,half__chocolate_cookie_dough.n.01,1,,,,0.050,,,0.050,,
2006,half_chorizo,half_chorizo,half__chorizo.n.01,1,,,,0.100,,,0.100,,
2007,half_cinnamon_roll,half_cinnamon_roll,half__cinnamon_roll.n.01,1,,,,0.040,,,0.040,,
2008,half_club_sandwich,half_club_sandwich,half__club_sandwich.n.01,1,,,,0.150,,,0.150,,
2009,half_cold_cuts,half_cold_cuts,half__cold_cuts.n.01,1,,,,0.050,,,0.050,,
2010,half_cookie_dough,half_cookie_dough,half__cookie_dough.n.01,1,,,,0.050,,,0.050,,
2011,half_crab,half_crab,half__crab.n.01,1,,,,0.150,,,0.150,,
2012,half_crawfish,half_crawfish,half__crawfish.n.01,1,,,,0.025,,,0.025,,
2013,half_croissant,half_croissant,half__croissant.n.01,1,,,,0.025,,,0.025,,
2014,half_cucumber,half_cucumber,half__cucumber.n.01,1,,,,0.100,,,0.100,,
2015,half_cupcake,half_cupcake,half__cupcake.n.01,1,,,,0.035,,,0.035,,
2016,half_date,half_date,half__date.n.01,1,,,,12.000,,,12.000,,
2017,half_doughnut,half_doughnut,half__doughnut.n.01,1,,,,25.000,,,25.000,,
2018,half_dried_apricot,half_dried_apricot,half__dried_apricot.n.01,1,,,,10.000,,,10.000,,
2019,half_duck,half_duck,half__duck.n.01,1,,,,700.000,,,700.000,,
2020,half_durian,half_durian,half__durian.n.01,1,,,,500.000,,,500.000,,
2021,half_edible_cookie_dough,half_edible_cookie_dough,half__edible_cookie_dough.n.01,1,,,,50.000,,,50.000,,
2022,half_enchilada,half_enchilada,half__enchilada.n.01,1,,,,125.000,,,125.000,,
2023,half_fennel,half_fennel,half__fennel.n.01,1,,,,200.000,,,200.000,,
2024,half_fillet,half_fillet,half__fillet.n.01,1,,,,100.000,,,100.000,,
2025,half_french_fries,half_french_fries,half__french_fries.n.01,1,,,,75.000,,,75.000,,
2026,half_french_toast,half_french_toast,half__french_toast.n.01,1,,,,60.000,,,60.000,,
2027,half_fruitcake,half_fruitcake,half__fruitcake.n.01,1,,,,250.000,,,250.000,,
2028,half_garlic,half_garlic,half__garlic.n.01,1,,,,3.000,,,3.000,,
2029,half_garlic_bread,half_garlic_bread,half__garlic_bread.n.01,1,,,,90.000,,,90.000,,
2030,half_garlic_clove,half_garlic_clove,half__clove.n.01,1,,,,1.500,,,1.500,,
2031,half_gelatin,half_gelatin,half__gelatin.n.01,1,,,,100.000,,,100.000,,
2032,half_ginger_root,half_ginger_root,half__ginger_root.n.01,1,,,,50.000,,,50.000,,
2033,half_gingerbread,half_gingerbread,half__gingerbread.n.01,1,,,,200.000,,,200.000,,
2034,half_gooseberry,half_gooseberry,half__gooseberry.n.01,1,,,,0.002,,,0.002,,
2035,half_gourd,half_gourd,half__gourd.n.01,1,,,,0.500,,,0.500,,
2036,half_granola_bar,half_granola_bar,half__granola_bar.n.01,1,,,,0.025,,,0.025,,
2037,half_grapefruit,half_grapefruit,half__grapefruit.n.01,1,,,,0.200,,,0.200,,
2038,half_green_bean,half_green_bean,half__green_bean.n.01,1,,,,0.003,,,0.003,,
2039,half_green_onion,half_green_onion,half__green_onion.n.01,1,,,,0.008,,,0.008,,
2040,half_ham_hock,half_ham_hock,half__ham_hock.n.01,1,,,,0.500,,,0.500,,
2041,half_hamburger,half_hamburger,half__hamburger.n.01,1,,,,0.075,,,0.075,,
2042,half_hamburger_bun,half_hamburger_bun,half__hamburger_bun.n.01,1,,,,0.025,,,0.025,,
2043,half_hazelnut,half_hazelnut,half__hazelnut.n.01,1,,,,0.003,,,0.003,,
2044,half_head_cabbage,half_head_cabbage,half__head_cabbage.n.01,1,,,,0.500,,,0.500,,
2045,half_hotdog,half_hotdog,half__hotdog.n.01,1,,,,0.075,,,0.075,,
2046,half_hotdog_bun,half_hotdog_bun,half__hotdog_bun.n.01,1,,,,0.025,,,0.025,,
2047,half_hotdog_frank,half_hotdog_frank,half__hotdog_frank.n.01,1,,,,0.050,,,0.050,,
2048,half_kale,half_kale,half__kale.n.01,1,,,,0.150,,,0.150,,
2049,half_kielbasa,half_kielbasa,half__kielbasa.n.01,1,,,,0.125,,,0.125,,
2050,half_lamb,half_lamb,half__lamb.n.01,1,,,,10.000,,,10.000,,
2051,half_leaf,half_leaf,half__leaf.n.01,1,,,,0.003,,,0.003,,
2052,half_leek,half_leek,half__leek.n.01,1,,,,0.075,,,0.075,,
2053,half_lettuce,half_lettuce,half__lettuce.n.01,1,,,,0.250,,,0.250,,
2054,half_lobster,half_lobster,half__lobster.n.01,1,,,,0.300,,,0.300,,
2055,half_macaroon,half_macaroon,half__macaroon.n.01,1,,,,0.010,,,0.010,,
2056,half_marshmallow,half_marshmallow,half__marshmallow.n.01,1,,,,0.003,,,0.003,,
2057,half_meat_loaf,half_meat_loaf,half__meat_loaf.n.01,1,,,,0.250,,,0.250,,
2058,half_meatball,half_meatball,half__meatball.n.01,1,,,,0.025,,,0.025,,
2059,half_mozzarella,half_mozzarella,half__mozzarella.n.01,1,,,,0.125,,,0.125,,
2060,half_muffin,half_muffin,half__muffin.n.01,1,,,,0.045,,,0.045,,
2061,half_mustard_leaf,half_mustard_leaf,half__mustard_leaf.n.01,1,,,,0.005,,,0.005,,
2062,half_nectarine,half_nectarine,half__nectarine.n.01,1,,,,0.075,,,0.075,,
2063,half_olive,half_olive,half__olive.n.01,1,,,,0.003,,,0.003,,
2064,half_omelet,half_omelet,half__omelet.n.01,1,,,,0.125,,,0.125,,
2065,half_oyster,half_oyster,half__oyster.n.01,1,,,,0.015,,,0.015,,
2066,half_parsley,half_parsley,half__parsley.n.01,1,,,,0.010,,,0.010,,
2067,half_parsnip,half_parsnip,half__parsnip.n.01,1,,,,0.075,,,0.075,,
2068,half_pastry,half_pastry,half__pastry.n.01,1,,,,0.050,,,0.050,,
2069,half_peppermint,half_peppermint,half__peppermint.n.01,1,,,,0.005,,,0.005,,
2070,half_peppermint_candy,half_peppermint_candy,half__peppermint_candy.n.01,1,,,,0.010,,,0.010,,
2071,half_pepperoni,half_pepperoni,half__pepperoni.n.01,1,,,,0.050,,,0.050,,
2072,half_pickle,half_pickle,half__pickle.n.01,1,,,,0.050,,,0.050,,
2073,half_pita,half_pita,half__pita.n.01,1,,,,0.040,,,0.040,,
2074,half_pizza,half_pizza,half__pizza.n.01,1,,,,0.300,,,0.300,,
2075,half_pizza_dough,half_pizza_dough,half__pizza_dough.n.01,1,,,,0.200,,,0.200,,
2076,half_pork,half_pork,half__pork.n.01,1,,,,0.100,,,0.100,,
2077,half_pork_chop,half_pork_chop,half__pork_chop.n.01,1,,,,0.125,,,0.125,,
2078,half_pork_rib,half_pork_rib,half__pork_rib.n.01,1,,,,0.600,,,0.600,,
2079,half_pretzel,half_pretzel,half__pretzel.n.01,1,,,,0.015,,,0.015,,
2080,half_prosciutto,half_prosciutto,half__prosciutto.n.01,1,,,,0.500,,,0.500,,
2081,half_pumpkin,half_pumpkin,half__pumpkin.n.01,1,,,,2.000,,,2.000,,
2082,half_quail_breast,half_quail_breast,half__quail_breast.n.01,1,,,,0.030,,,0.030,,
2083,half_quiche,half_quiche,half__quiche.n.01,1,,,,0.400,,,0.400,,
2084,half_radish,half_radish,half__radish.n.01,1,,,,0.010,,,0.010,,
2085,half_ramen,half_ramen,half__ramen.n.01,1,,,,0.150,,,0.150,,
2086,half_rhubarb,half_rhubarb,half__rhubarb.n.01,1,,,,0.250,,,0.250,,
2087,half_roll_dough,half_roll_dough,half__roll_dough.n.01,1,,,,0.050,,,0.050,,
2088,half_rope,half_rope,half__rope.n.01,1,,,,0.500,,,0.500,,
2089,half_rosehip,half_rosehip,half__rosehip.n.01,1,,,,0.002,,,0.002,,
2090,half_rutabaga,half_rutabaga,half__rutabaga.n.01,1,,,,0.300,,,0.300,,
2091,half_salmon,half_salmon,half__salmon.n.01,1,,,,0.600,,,0.600,,
2092,half_scone,half_scone,half__scone.n.01,1,,,,0.030,,,0.030,,
2093,half_shiitake,half_shiitake,half__shiitake.n.01,1,,,,0.010,,,0.010,,
2094,half_shrimp,half_shrimp,half__shrimp.n.01,1,,,,0.010,,,0.010,,
2095,half_snapper,half_snapper,half__snapper.n.01,1,,,,0.400,,,0.400,,
2096,half_sourdough,half_sourdough,half__sourdough.n.01,1,,,,0.500,,,0.500,,
2097,half_spice_cookie,half_spice_cookie,half__spice_cookie.n.01,1,,,,0.015,,,0.015,,
2098,half_spice_cookie_dough,half_spice_cookie_dough,half__spice_cookie_dough.n.01,1,,,,0.020,,,0.020,,
2099,half_spinach,half_spinach,half__spinach.n.01,1,,,,0.015,,,0.015,,
2100,half_squid,half_squid,half__squid.n.01,1,,,,0.125,,,0.125,,
2101,half_steak,half_steak,half__steak.n.01,1,,,,0.150,,,0.150,,
2102,half_sugar_cookie,half_sugar_cookie,half__sugar_cookie.n.01,1,,,,0.015,,,0.015,,
2103,half_sugar_cookie_dough,half_sugar_cookie_dough,half__sugar_cookie_dough.n.01,1,,,,0.020,,,0.020,,
2104,half_sunflower,half_sunflower,half__sunflower.n.01,1,,,,0.050,,,0.050,,
2105,half_sushi,half_sushi,half__sushi.n.01,1,,,,0.050,,,0.050,,
2106,half_sweet_corn,half_sweet_corn,half__sweet_corn.n.01,1,,,,0.075,,,0.075,,
2107,half_swiss_cheese,half_swiss_cheese,half__swiss_cheese.n.01,1,,,,0.100,,,0.100,,
2108,half_taco,half_taco,half__taco.n.01,1,,,,0.050,,,0.050,,
2109,half_tenderloin,half_tenderloin,half__tenderloin.n.01,1,,,,0.150,,,0.150,,
2110,half_tiramisu,half_tiramisu,half__tiramisu.n.01,1,,,,0.060,,,0.060,,
2111,half_toast,half_toast,half__toast.n.01,1,,,,0.012,,,0.012,,
2112,half_tofu,half_tofu,half__tofu.n.01,1,,,,0.125,,,0.125,,
2113,half_tortilla,half_tortilla,half__tortilla.n.01,1,,,,0.025,,,0.025,,
2114,half_tortilla_chip,half_tortilla_chip,half__tortilla_chip.n.01,1,,,,0.004,,,0.004,,
2115,half_trout,half_trout,half__trout.n.01,1,,,,0.200,,,0.200,,
2116,half_tulip,half_tulip,half__tulip.n.01,1,,,,0.050,,,0.050,,
2117,half_tuna,half_tuna,half__tuna.n.01,1,,,,"1,000.000",,,1000.000,,
2118,half_turkey,half_turkey,half__turkey.n.01,1,,,,"3,500.000",,,3500.000,,
2119,half_turkey_leg,half_turkey_leg,half__turkey_leg.n.01,1,,,,250.000,,,250.000,,
2120,half_vanilla_flower,half_vanilla_flower,half__vanilla_flower.n.01,1,,,,0.020,,,0.020,,
2121,half_veal,half_veal,half__veal.n.01,1,,,,"1,500.000",,,1500.000,,
2122,half_venison,half_venison,half__venison.n.01,1,,,,"1,000.000",,,1000.000,,
2123,half_virginia_ham,half_virginia_ham,half__virginia_ham.n.01,1,,,,"1,000.000",,,1000.000,,
2124,half_waffle,half_waffle,half__waffle.n.01,1,,,,0.050,,,0.050,,
2125,half_walnut,half_walnut,half__walnut.n.01,1,,,,0.015,,,0.015,,
2126,half_white_turnip,half_white_turnip,half__white_turnip.n.01,1,,,,0.100,,,0.100,,
2127,half_wrapping_paper,half_wrapping_paper,half__wrapping_paper.n.01,1,,,,0.100,,,0.100,,
2128,mat,mat,mat.n.01,1,,,,1.500,,,1.500,,
2129,mozzarella,mozzarella,mozzarella.n.01,1,,,,0.200,,,0.200,,
2130,peppermint,peppermint,peppermint.n.01,1,,,,0.005,,,0.005,,
2131,pita,pita,pita.n.01,1,,,,0.080,,,0.080,,
2132,snapper,snapper,snapper.n.02,1,,,,2.000,,,2.000,,
2133,tenderloin,tenderloin,tenderloin.n.02,1,,,,0.600,,,0.600,,
2134,venison,venison,venison.n.01,1,,,,100.000,,,100.000,,
2135,diced_doughnut,diced_doughnut,diced__doughnut.n.01,1,,,,0.022,,,0.022,,
2136,diced_cookie_dough,diced_cookie_dough,diced__cookie_dough.n.01,1,,,,0.015,,,0.015,,
2137,cooked_diced_cookie_dough,cooked_diced_cookie_dough,cooked__diced__cookie_dough.n.01,1,,,,0.050,,,0.050,,
2138,diced_roll_dough,diced_roll_dough,diced__roll_dough.n.01,1,,,,0.018,,,0.018,,
2139,diced_sourough,diced_sourough,diced__sourdough.n.01,1,,,,0.016,,,0.016,,
2140,diced_tortilla_chip,diced_tortilla_chip,diced__tortilla_chip.n.01,1,,,,0.005,,,0.005,,
2141,cooked_diced_tortilla_chip,cooked_diced_tortilla_chip,cooked__diced__tortilla_chip.n.01,1,,,,0.002,,,0.002,,
2142,isopropanol,isopropanol,isopropyl_alcohol.n.01,1,,,,0.786,,,0.786,,
2143,jam,jam,jam.n.01,1,,,,300.000,,,300.000,,
2144,half_kabob,half_kabob,kabob.n.01,1,,,,0.075,,,0.075,,
2145,espresso_machine,espresso_machine,espresso_machine.n.01,1,,,,10.000,,,10.000,,
2146,outline_vase,outline_vase,outline_vase.n.01,1,,,,2.000,,,2.000,,
2147,jar_of_sesame_seed,jar_of_sesame_seed,jar__of__sesame_seed.n.01,1,,,,0.300,,,0.300,,
2148,jar_of_clove,jar_of_clove,jar__of__clove.n.01,1,,,,0.300,,,0.300,,
2149,jar_of_coffee,jar_of_coffee,jar__of__coffee.n.01,1,,,,0.500,,,0.500,,
2150,jar_of_strawberry_jam,jar_of_strawberry_jam,jar__of__strawberry_jam.n.01,1,,,,0.750,,,0.750,,
2151,jar_of_peppercorns,jar_of_peppercorns,jar__of__peppercorns.n.01,1,,,,0.500,,,0.500,,
2152,jar_of_orange_jam,jar_of_orange_jam,jar__of__orange_jam.n.01,1,,,,0.750,,,0.750,,
2153,jar_of_pepper_seasoning,jar_of_pepper_seasoning,jar__of__pepper_seasoning.n.01,1,,,,0.500,,,0.500,,
2154,jar_of_kidney_beans,jar_of_kidney_beans,jar__of__kidney_beans.n.01,1,,,,0.800,,,0.800,,
2155,jar_of_tumeric,jar_of_tumeric,jar__of__tumeric.n.01,1,,,,0.450,,,0.450,,
2156,bottle_of_strawberry_juice,bottle_of_strawberry_juice,bottle__of__strawberry_juice.n.01,1,,,,1.200,,,1.200,,
2157,jar_of_chilli_powder,jar_of_chilli_powder,jar__of__chilli_powder.n.01,1,,,,0.300,,,0.300,,
2158,jar_of_cocoa,jar_of_cocoa,jar__of__cocoa.n.01,1,,,,0.400,,,0.400,,
2159,outline_tray,outline_tray,outline_tray.n.01,1,,,,1.500,,,1.500,,
2160,skateboard_deck,skateboard_deck,skateboard_deck.n.01,1,,,,1.200,,,1.200,,
2162,glass_lantern,glass_lantern,glass_lantern.n.01,1,,,,1.200,,,1.200,,
2163,paper_lantern,paper_lantern,paper_lantern.n.01,1,,,,0.200,,,0.200,,
2164,hitch,hitch,hitch.n.04,1,,,,10.000,,,10.000,,
2165,poster_roll,poster_roll,scroll.n.02,1,,,,0.250,,,0.250,,
2166,decorative_sign,decorative_sign,decorative_sign.n.01,1,,,,0.500,,,0.500,,
2167,wall_nail,wall_nail,wall_nail.n.01,1,,,,0.010,,,0.010,,
2168,clothesline_rope,clothesline_rope,clothesline_rope.n.01,1,,,,0.300,,,0.300,,
2169,trampoline_top,trampoline_top,trampoline_top.n.01,1,,,,50.000,,,50.000,,
2170,trampoline_leg,trampoline_leg,trampoline_leg.n.01,1,,,,1.500,,,1.500,,
